id_comentario	comentario	rotulo_manual	posicao-gpt	BERT
24	bom pelo menos podemos ter certeza que dessa vez nao foi a pm	1	1	1
21	haann pergunta a mulher que usou a crianca como escudo pra impedir a acao policial ela estava com um arma que seria usada para assaltar quem estava por ali que outro meio que nao fosse o controle fisico a policia teria pra tirar a arma dela passa no batalhao e ensina a pm	1	1	1
25	e voce foi nem deveria ser chamado de ser humano quem critica um post sobre mazelas cresca e faca jus ao livro da foto	0	0	0
20	embora entendo o argumento de desmilitarizar a policia no trato de civis nao sei se adiantaria nesse caso adiantaria se o governador do estado mantem a ordem de matar o problema aqui vai alem da propria policia	-1	-1	-1
23	li a materia e tendo ela como unica fonte de conhecimento sobre o caso e do meu ponto de vista sim a policia errou eles estavam atras dos traficantes mas foi imprudentes atirar neles enquanto pulavam o muro de uma casa sem saber se alguem estava la	-1	-1	1
18	nao e uma simples mudanca de governo e uma mudanca de filosofia bandido volta a ser do mal e a policia salvo poucas excecoes volta a ser do bem simples assim preto no branco nao tem zona cinzenta nao tem vitima de sociedade nao tem argumentacao se vc pega uma arma uma facaum galao de gasolina coquetel molotov sequestra 30 pessoas ameacandoas de morte e dever da policia atirar na sua cabeca ate que vc nao apresente qualquer movimento que possa colocar em risco os trabalhado	1	1	1
22	que 3 nao mas qualquer mane consegue explicar melhor que voce	0	0	0
21	nao foi necessario que o conselho tutelar fosse acionado pois as criancas ficaram sobre responsabilidade dos familiares	0	0	0
22	por que voces nao falam das pessoas que ele nao matou 	0	0	0
21	na biqueira chega uave	0	0	0
24	a propria irma do menino falou que foi teus parentes vagabundos	0	0	0
18	gente era uma crianca onde esta o respeito a vida 	-1	-1	-1
25	o cachorrinho de fardado simplesmente ignorou a pergunta bandidos ou nao nao tem culhao pra responder	0	0	0
18	parabens a policia parabens ao governador do rj exemplo que fica para os proximos marginais provavelmente a maria do rosario prestara homenagens ao delinquente vamos aguardar rs rs	1	1	1
18	parabens a toda equipe policial parabens witzel isso e dar seguranca a populacao do rio de janeiro	1	1	1
18	parabens a policia do rj exemplo a ser seguido em todo o brasil melhor uma familia a qual pediu desculpas pela atitude do filho chorar a perda do que 37 outras familias	1	1	1
20	o problema daquele pais se deve ao boicote feito pelos eua a migracao para o estado de roraima e notoria os abrigos nao dao conta de acolher esses migrantes e muitos vivem nas ruas	0	0	0
25	80 tiros meu amigo 80 nao foi um ou 5 80 execucao isso se chama execucao nao defenda o indefensavel nao subestime sua propria inteligencia em nome de uma ideologia tosca	-1	-1	-1
18	uma porcaria a menos agora vamos aguardar os dos direitos humanos protestarem por tamanha violencia contra essa vitima da sociedade	1	1	1
18	ae joao isso mesmo	0	0	0
25	brazil mostra a sua cara queremos ver quem paga pra gente viver assim homem morre apos ser baleado em acao do exercito na zona oeste do rio  rio de janeiro  g1	-1	-1	-1
23	odio que temos e de voces que nunca culpam bandidos so culpam os policiais falam em questoes raciais como se eles fossem brancos dos olhos azuis palhacos	1	1	1
25	maluco do ceu aqui nada funciona tio 80 tiros e liberdade puta que pariu maluco vai se fuder	-1	-1	-1
18	nada ha ver  mas seria o verdadeiro paraiso	0	0	0
26	resumindo morreu 1 ser humano e 25 bandidos meus sentimentos a familia do policial	1	1	1
23	ok e vai tomar no cu	0	0	0
23	eu falei desse caso em especifico em que momento eu falei que o numero exorbitante de negros sao mortos por serem feitos de escudo voce pode me mostrar por favor	0	0	0
18	o wanger moura logo logo ele faz um filme sobre o rapaz heroi so que vai utilizar um trans no papel para manter a lacracao	0	0	0
21	quem acredita povo baba de policia e o demonio  nao confiem mas msm se estivesse como pegar uma arma segurando duas criancas a verdade e que a policia podia ter matado ate a crianca que eles ainda iriam justificar	-1	-1	-1
20	ja virou comum os governos matarem trabalhador e crianca de pele escura e sem recursos no comeco do ano o nosso destemido por gente desarmada matou dois rapazes e ficou por isso mesmo agora nosso governador que vive comemorando a morte acaba de fazer mais uma vitima com seus brinquedos de matar lastimavel mas o povo escolheu isso	-1	-1	-1
20	e assassinada a carne mais barata e a carne negra	-1	-1	-1
18	nao sou eleitor desse governo nem do estado nem da presidencia nem apoio as ideias mas esse sequestrador nao deixou outra saida ele assumiu esse risco a fazer essa barbaridade contra as pessoas gracas a deus todos os refens libertados concordo com quem colocou aqui que em qquer pais civilizado do 1 mundo o desfecho seria o mesmo parabens a policia por ter conseguido libarar todos os refens em seguranca	1	1	1
18	que ideia fixa hein  eu detesto o bolsonaro e achei a acao correta dentro das opcoes que restaram o sequestrador teve chances de se entregar e sair vivo tambem nao quis e continuou a ameacar os refens nao tinha como o desfecho ser diferente o que ser bolsonaro ou anti bolsonaro tem a ver com isso  o brasileiro criou um vicio de meter essa polarizacao em tudo	1	1	1
18	te mandei uma dm	0	0	0
25	nada como o corporativismo pra salvar criminosamente alguem da justica que vergonha	-1	-1	-1
20	faz uma charge dos traficantes tb	0	0	0
20	ser negro e defeito ser pobre e defeito acho que voce quis dizer que a vitima pertence a um grupo de pessoas que por nao ter outra opcao vive em areas infestadas por bandidos onde as autoridades responsaveis pela ordem governador prefeitos delegadospromotores juizes e policiais nao conseguem combater o crime a bandidagem tem mais poder do que eles todos e essas sao as consequencias	-1	-1	-1
23	nao so assassinaram ele como sumiram com o corpo e tem gente q ainda tenta dar justificativa	-1	-1	-1
20	agora e aguentar o rojao o policial e jogado nessa fogueira sem apoio sem equipamento e muitas vezes impelido a isso o trafico e as faccoes so existem porque tem gente grossa por tras gente que nao mora em favela que guarda mais de 100 fuzis em casa	1	1	-1
24	a propria irma da crianca	0	0	0
18	todos estamos sujeitos a perder o controle sim prezados discordantes entao por favor numa proxima oportunidade acorram ao local se coloquem voluntariamente para troca com algum refem e contribuam com seus conhecimentos para um final feliz	1	1	1
22	engracado e vc dizer isso de mim e ter a foto de um personagem que representa um bandido que cometeu centenas de crimes engracado	0	0	0
18	grande dia seria se tudo acontecesse normalmente nao isso todo mundo indo e vindo	0	0	0
18	era dos extremos nervos tensos ansiedade insatisfacao medo e odio atitudes impensaveis no brasil dos anos 1950 quando a generosidade era natural entre as pessoas mesmo enfrentando as mais adversas situacoes a serenidade ficou perdida no turbilhao insensivel onde as intuicoes nobres foram sufocadas	0	0	0
18	momento do tiro	0	0	0
21	pra que serve o treinamento da policia se eles sao treinados e estao armados justifica essa acao contra uma mulher com uma crianca no colo e outra agarrada nela	-1	-1	-1
26	parabens a policia civil e militar a coragem desses herois da luta contra o crime e admiravel	1	1	1
18	parabens aos policiais  quer sequestrar  pense 7 vezes pois podera ser neutralizado 	1	1	1
20	sr cristiano nada disse acerca do que me atribuioutro abraco	0	0	0
18	parabens governador e parabens policia do rio de janeiro	1	1	1
24	entao voce concorda que essas atitudes indiretamente blinda os traficantes e bandidos	-1	-1	-1
18	e por isso que a esquerda so convence a si mesma e ninguem mais da bola	0	0	0
22	espero ter ajudado	0	0	0
21	parabens aos policiais militares pelo profissionalismo mulher desacatou ofereceu resistencia so fizeram cumprir a lei o fato dela estar com criancas ali nao a exime de crime algum	1	1	1
24	nao falei se foi policia ou traficante que matou esse menor to falando que isso que nao ta tendo operacao e mentira	0	0	-1
25	80 tiros stm decide soltar militares presos por morte de musico e catador	-1	-1	-1
23	morre parece que foi uma morte natural	0	0	0
18	o texto da materia esta incompleto espero que nao propositalmente a dinamica no momento em que o sequestrador foi atingido foi exatamente assim ele saiu do onibus jogou uma bolsa na direcao dos policiais gesticulou com uma arma e iniciou seu retorno ao interior do onibus havendo sido alvejado exatamente nesse momento evidentemente nao teriam atirado nele se ele se entregasse e nao tentasse retornar ao onibus pois do contrario ja o teriam baleado logo que saiu	1	1	1
25	nao tem desculpa	0	0	0
18	parabens a policia do estado do rj e parabens ao atirar pelo servico prestado ai o pais 	1	1	1
24	quando falamos de monarquia nao falamos de que o quanto seria legal falar para os gringos que moramos no imperio do brasil e sim sobre como o brasil iria mudar muito no passado eramos o 4 maior pais do mundo hoje nao passamos do 39 na verdade so estamos caindo	0	0	0
18	diz isso pq n era um dos refens	0	0	0
18	na duvida faz o certo	0	0	0
26	nao ou voce nao quer entender ou ver os fatos quer se chamar de cristao ainda	0	0	0
18	menos um para sustentarmos na penitenciaria ou provocar desordem na sociedade	1	1	1
20	parabens pela clareza e pela logica o que voce escreveu e obvio mas infelizmente poucos compreendem perfeita sua colocacao	0	0	0
21	que monstruosidade nao respeitam nem as criancas brutos	-1	-1	-1
18	ja acostumou com o dia sim dia nao ou ta dificil	0	0	0
18	sera que nao havia outra solucao  sem tirar a vida do pobre coitado 	-1	-1	-1
23	na real os maiores traficantes estao nos bairros ricos	0	0	0
20	pq ja virou rotina meritocracia pobre merece morrer para nao atrapalhar os ricos	-1	-1	-1
18	parabens a policia militar que salvou 22 inocentes so falta os abutres dos direitos humanos de bandidos encherem o saco	1	1	1
23	pse e n e passando pano p bandido tbm n mas quem entrou na casa e matou um inocente foi a policia e eles deveriam pagar por isso mas provavelmente n vao	-1	-1	-1
18	quanto mais pobreza mais miliante esse ja foi mas os miliantes que o governo do bolsonaro defende estao soltos praticando crimes que se voce parar e pensar nos atinge diretamente ok	-1	-1	-1
22	pq insistem em chamalo de seria killer	0	0	0
20	se for verdade que os bandidos atiram nos moradores nao seria novidade mais um motivo para a policia nao ir ate a comunidade para dar motivos por que a pf nao faz o trabalho dela com mais competencia o rio nao fabrica fuzis e nem produz drogas se a droga e as armas entram e porque a pf e prf deixam passar	-1	-1	-1
26	poderia ter sido uns 100 quem sabe na proxima operacao parabens aos policiais	1	1	1
26	ficou com do e ta tristinho  ahhh nao fica assim nao meu bem com certeza algum vagabundo desses ai ja foi enterrado vai la no cemiterio aonde ele esta leve flores velas e suas condolencias e chore bastante tambem o choro e livre 	1	1	1
20	e os que corrompemsao corrompidos metem desviam milhoes de recursos dos cofres publicos para o de seus partidos ou os seus propriosrecursos que deveriam ir para a saude e educacao dos mais pobres para que estes nao sejam aliciados pelo crime organizadoaqueles que se escondem atras de nomes e bandeiras que nao correspondem as sua praticas a sra classifica comodeveriam ser julgados comoou estes a seu juizo nao existem aqui no nosso universo tupiniquim	0	0	0
25	e vai acabar em pizza justica militar julgando sabiamos que haveria corporativismo trabalhando forte lastimavel nao poder confiar em nossas instituicoes	-1	-1	-1
18	vou votar nele 	0	0	0
20	menina de oito anos e assassinada pela policia militar do rio de janeiro com a conivencia de um governo estadual genocida favor corrigir o titulo atual que nao tem a ver com o desenvolvimento	-1	-1	-1
18	e para comemorar e estou comemorando temos um bandido a menos nas ruas do rio	1	1	1
18	a torcida do palmeiras esta lotada de fascistas hein que nojo o lixo para voce era um doente mental parabens comemore a morte	-1	-1	-1
20	a carne mais barata do mercado e a carne negra minha solidariedade a familia genocidio em marcha no brasil sos ver mais a imagem pode conter 1 pessoa sorrindo	-1	-1	-1
20	ate quando ate quando iremos aceitar isso tudo como natural ate quando iremos votar nessa politica marginal ate quando teremos jovens e criancas	-1	-1	-1
18	todos lamentamos talvez so voce lamente	1	1	0
18	parabens a esses herois nacionais estamos no caminho certo	1	1	1
21	o que e isso genteeeee mulher e imobilizada por pm com crianca no colo em itabira video  minas gerais  g1	-1	-1	-1
23	branco querendo falar de negro e so isso ai  merda atras de merda ainda sulista	0	0	0
20	e o moro elogia os policiais e se esquece desse crime esse pessoal precisa ser afastado urgente periclitante a situacao	-1	-1	-1
20	violencia institucionalizada policias mal formadas mentirosas que matam aleatoriamente as pessoas velhos mulheres gravidas adolescentes negros criancas nao sao meus e nem seus sera que algum dos nossos queridos tera que sucumbir a violencia alucinada dessas policias para que o estado todos os poderes tomem medidas efetivas contra essa guerra civil ou permanecerao nessa omissao conivente eternamente ate quando ja nao foi suficiente	-1	-1	-1
18	parabens a policia	1	1	1
21	sim um povo que acha que violencia contra criancas vai fazer a sociedade melhor voce merece a merda de pais que tem por ser cumplice	-1	-1	-1
22	beu teus vc perguntou a diferenca entre os dois no caso do lazaro ele pode ser os dois ou somente ter sido contratado pra matar aquela familia e pronto um serial geralmente nao age por motivacao financeira	0	0	0
21	nao ha defesa pms derrubam e imobilizam mulher com bebe no colo em itabira mg	-1	-1	-1
18	eu vi varias emissoras e em nenhuma delas eu pude ver alguem da comissao de direitos humanos tentando negociar com o sequestrador e ainda pode ser que apareca a oab com um de seus integrantes alegando que a pm agiu com violencia e ainda pode alegar que o sequestrador tinha disturbios psicologicos e nao poderia responder pelos seus atos	-1	-1	-1
18	bravura e matar um cidadao que tem uma arma de brinquedo 	-1	-1	-1
26	ai a policia faz o trabalho como tem que ser feito e o assassino do trabalhador por alguma brecha juridica ou por dia das maes pais criancas voltam a liberdade e ceifam mais vidas inocentes esse filme e bem repetido e a populacao de bem cansou disso	-1	-1	-1
22	fosse so preso em breve estaria livre leve e solto para cometer mais crimes parabens a policia	1	1	1
18	voce esta misturando alho com bugalho	0	0	0
26	estou falando datrocacao estou falando que realmente voce nao sabe nem quem sao la so afirmou pq estao na favela e estao ligados a noticia	0	0	0
18	e se vc e sua familia fossem refens	1	1	1
18	exatamente isso 	0	0	0
25	bem feito pra voce irmao negro que votou nesse desgovernose antes era ruim agora vai piorar	-1	-1	-1
20	por que o brasil inteiro nao expulsa todos os criminosos corruptos conivencia dos inocentes brasileiros agora a populacao tem que fazer o trabalho da policia	-1	-1	-1
18	errata pm salva a vida de sequestrados	1	1	1
20	acho engracado que sempre que morre um civil nessas operacoes a culpa e sempre da policia nunca dos bandidos que atiram primeiro toda vez que veem a policia chegando a guerra com os traficantes so vai acabar quando o estado comecar a prender os consumidores de drogas ou liberar a fabricacao e comercializacao das drogas ahhh mas nao vai ter lugar pra todo mundo nos presidios  construam mais presidios se for preciso mas o consumidor seja aqui no brasil ou na europa e estados unidos e quem alimenta o trafico o trafico de drogas so existe por duas razoes existe demanda dos consumidores e o estado proibe a fabricacao e comercializacao de drogas ilicitas  e a mesma coisa de quando teve a lei seca nos anos 2030 nos estados unidos as pessoas queriam ingerir bebidas alcoolicas mas o estado proibia a fabricacacao e comercializacao entao o consumidor recorreu ao sub mundo do crime pra conseguir sua garrafa de whiskey	1	1	1
21	a mulher com uma arma segurando as criancas se ela segura os filhos pra nao ser presa imagina se da espaco pra elasai atirando em todo mundo pq amor aos filhos nao tem pq se tivesse pedia pra eles se afastarem mais como nao tem segura eles com risco grande e ela cagando pra isso	1	1	1
26	vergonha para o pais mesmo	-1	-1	1
18	parabens ao governador do rj esse incidente causou uma pessima impressao para a imagem do rj bandidos eliminados nao causarao mais problemas para o estado vivas para witzel e bolsonaro e uma medalha para o sniper	1	1	1
22	nada a ver  lazaro era um psicopata que matava pra sobreviver e nao em serie lazaro barbosa o serial killer do df morre em confronto com policia apos 20 dias de buscas	1	1	-1
23	haha o fakezinho do prior ta puto kkkkkkkkkk	0	0	0
20	comeu bem la voltou mais gorda	0	0	0
22	pense em mudar de carreira esta nao e sua area de dominio definitivamente	0	0	0
18	otimo comentario a vida de varias pessoas de bem deve valer mais que a de um bandido em um eventual conflito	1	1	1
18	pm salva refens de onibus na ponte rio niteroi	1	1	1
20	essas pessoas que postaram em rede social que a policias assassinou uma crianca deveriam ser processadas e investigadas protestar simmas nao de maneira leviana e acusatoria como essas afirmacoes e por fima policia nao saiu atirando a toaos bandidosopsvitimas da sociedades comecaram entaose e para culpar alguemque sejam os bandidosmuitas vezes defendidos por muitos moradores das favelasoutro opscomunidades	1	1	1
20	nao a culpa deve ter sido da menina por ter nascido pobre cada um	-1	-1	-1
21	pensa um pouco a mulher esta com duas criancas uma de colo mesmo se estivesse armada o que a imagem nao mostrou qual a chance de sacala e colocar os filhos em risco e cada maluquice que vcs escrevem para defender pm das merdas que eles fazem pqp	-1	-1	-1
26	limpeza de vagabundos	1	1	1
24	eu nao aguento mais ler essas noticias puta q pariu q odio	0	0	0
18	obvio sao acionistas da valle	0	0	0
18	homem armado a pqp chama o vagabundo pelo nome certo nao deveria mas vou te ajudar e sequestrador seu 7a serie	1	1	1
22	que informacoes privilegiadas voce tem que a gente nao tem	0	0	0
18	parabens witzel recuperando o rj	1	1	1
25	tem razao afetou mesmo que o haddad e um incompetente isso nao e novidade pelo menos eu espero que nao mas a incompetencia dele nao faz do moro menos incompetente no cargo que esta exercendo	0	0	0
26	puts menos de 200 traficantes mortos nao vou nem comemorar fico mais tranquilo se esses aqui da foto estiverem entre os 25	1	1	1
21	e de se espantar mesmo	0	0	0
20	embora entendo o argumento de desmilitarizar a policia no trato de civis nao sei se adiantaria nesse caso adiantaria se o governador do estado mantem a ordem de matar o problema aqui vai alem da propria policia	-1	-1	-1
18	fala maria do rosario	0	0	0
20	este ai vai entrar para a historia do brasil como o mais leviano dos generais que chefiaram a inteligencia do governo alias leviandade e uma constante na equipe ministerial desse governo	0	0	0
25	abordagem foi execucao mesmo	-1	-1	1
18	vendo a imagem do sequestrador saindo do onibus me faz vir a memoria o sequestro do onibus 174 em 2000 tambem no rio de janeiro tomara que de tudo certo e que nao tenhamos um final tao tragico como foi em 2000	0	0	1
20	vai morar la voce nao gosta tanto so nao fala mau do maduro senao ele te joga embaixo de um tanque	0	0	0
26	letal para o trafico	1	1	1
21	leva o casal e as criancas pra tua casa	1	1	1
20	a habilidade de pensamento e reflexao no brasil esta morta nem o assassinato de uma crianca e suficiente para sensibilizar os papagaios bolsonaristas	-1	-1	-1
18	ue voce comemorou o titulo de 2005 ou estou errado ele comemorou poruqe foi uma missao cumpridamissao dada missao cumprida parabens sniper ou quem que tenha atirado	1	1	1
20	aghata felix 8 anos assassinada com um tiro de fuzil e mais uma vitima da necropolitica que toma conta do estado do rio e do brasil precisamos de um basta denunciem aculpaedowitzel	-1	-1	-1
18	foi contra a mudanca da lei de maioridade penal	0	0	0
23	morre seu buracoele foi assassinado	0	0	-1
18	2520 centralboa viagem	0	0	0
25	gabriel monteiro anda fazendo reconstituicao de crime agora 	0	0	0
22	manchete totalmente errada com o principio de denegrir a imagem das policias	1	1	1
21	vc quer muito e pika	0	0	0
23	menino de 14 anos e executado 	-1	-1	-1
22	mas se quiser aprender acho que o john douglas faz cursos	0	0	0
18	amanha tem greve de estudantes	0	0	0
23	na real tem mais cara de ser o tiozao militante	0	0	0
20	quantas pessoas morreram quando acharam 117 fuzis no condominio do bolsonaro alguem chegou atirando para todos os lados no local	-1	-1	-1
18	pelo menos o recado esta dado e nao vai virar episodio de filme brasileiro que fica 1 semana negociando e morre os refens e uma so de longe na cabeca e ja era e pior ainda filme brasileiro com dinheiro do brasileiro	1	1	1
26	falou a mais idiota jornalista do brasil	0	0	0
18	parabens a policia excelente atuacao quem defende bandido que leve pra casa teve 3 horas pra se entregar nao fez agora vai sequestrar no quinto dos infernos	1	1	1
22	nao esta altura do leonardo quem e leonardo na fila do pao	0	0	0
24	a rotina que nao acaba	0	0	0
18	as pessoas ficam dando a sentenca final como se ja soubessem tudo tao culpando ate bukowski tem que parar isso ai pelamordedeus	0	0	0
20	mais uma pra conta do genocida witzel	-1	-1	-1
20	de trilhoes de reais alem de todo a corrupcao e roubalheira na petrobras e demais estatais emprestimos para paises de esquerda da africa e america latina sem o respectivo pagamento isto e a origem de toda a ruina do brasil em todos os aspectos	0	0	0
18	ele nao esta armado ele e um individuo que nunca atravessou a ponte sempre tem alguem fazendo alguma coisa pra ele nao atravessar agora se voces consideram que o corpo dele e uma arma e que ele deve ser morto por ter esse corpo parabens voces sao nazistas	-1	-1	-1
20	a carne mais barata do mercado e a carne negra	0	0	0
20	o governador do rj mandou matar depois perguntar ele comemora mortes disse pra andar de biblia ou iria nos matar por que ele e o nosso governador somos um pais tao diverso por que permitimos isso agathapresente witzelassassino aculpaedowitzel	-1	-1	-1
18	quando se esta sob a mira de um revolver a ameaca e real para a vitima seja a arma de verdade ou de brinquedo parabens a equipe de policiais que conseguiu resguardar todas as vidas dos cidadaos de bem mantidos como refens	1	1	1
18	ah mas witzel joga pesado contra o crime roubos em onibus em 2019 sao 40 maiores que em 2018 violencia nunca resolveu nada	-1	-1	-1
18	rj so se conserta com snipers em cada esquina bope pmrj parabens	1	1	1
21	nao acredito que acabar seja a solucao todo pais precisa de uma forca assim mesmo que minima o modo mais apropriado na minha visao e limitar o acesso deles em certas areas e poderes e para diminuir gasto se utiliza selecao voluntaria e nao obrigatoria como temos	0	0	0
25	o cano fuzil refletiu o lado ruim do brasil nos olhos de quem quer e me viu unico civil rodeado de soldados como se eu fosse o culpado salve yuka	-1	-1	-1
23	kkkkkkkkkkkkkkkkkkkkkkkkkk oc usando droga so se for no mundo paralelo ne	0	0	0
18	infelizmente existem situacoes onde a unica solucao para preservar mais vidas e eliminando a ameaca	1	1	1
22	ele nao era serial killer	0	0	0
18	estamos vivendo no pais que o pt nos deixou	0	0	0
21	quantas armas sao implantadas por policiais corruptos para encobrir mal conduta voce nasceu ontem esse pais seria melhor se esses policiais fossem responsabilizados pela ma conduta e nao justificado e apoiado por pessoas como voce	-1	-1	-1
20	triste ver criancas perdendo a vida nessa guerra que ha entre a policia do estado e esses criminosos	-1	-1	-1
26	mano nem adianta voce perder tempo poupa sua paciencia pq gente assim e a pior de todas	0	0	0
25	o esquema funciona assim a regra diz que 10 dos 15 ministros devem ser militares da ativa dai quando vc coloca militaresbdabativa para julgar outros militares vc acha que havera algum tipo de justica	-1	-1	-1
18	gostaria de ter sido um dos refens do onibus	0	0	0
26	parabens aos policiais envolvidos lamento pela morte do policial chacina foi em saudadessc no rj foi faxina	1	1	1
22	amigo volta pra engenharia passar bem	0	0	0
22	sim precisa sempre foram 20 dias trabalhando dia e noite vc sabe o que e isso creio que nao	0	0	0
24	tava fazendo oa na porta de casa deveria ta dentro de casa assistindo tv globinho ops esqueci nao tem mais tv globinho	0	0	0
18	alguem sabe me informar se o queiroz estava entre os refens	0	0	0
22	hahahah chato pra caralho quer se informar pro twitter ele	0	0	0
22	ta bom burrinho entao fica sem aprender os termos	0	0	0
25	quanta covardia faltam me palavras	-1	-1	0
21	mais coerentes e contundentes que simplesmente homi	0	0	0
21	esses policiais se acham as cocadas do pedaco	-1	-1	-1
26	que matem o dobro bandido tem que ser foder mesmo	1	1	1
22	segundo a globo news o lazaro morreu de covid19 as marcas no corpo dele sao dos espinhos da mata	0	0	0
21	o seu desprezo as mulheres e bem acentuado nao difere desse policial ainda bem que aqui e uma timeline	-1	-1	-1
23	tava desaparecido sim foi encontrado agora	0	0	0
18	nao nenhuma vitima do bandido ferida so morreu o meliante esse sequestro nao era para ter acontecido mas ja que aconteceu para as vitimas apenas o stress pos traumatico para o bandido o necessario feliz por nao haver nenhuma vitima ferida ou morta parabens a policia	1	1	1
24	no jovemdisse tudo agora	0	0	0
18	quem esta contestando voce voce contesta e voce mesmo e contra sua postura pois a unica pessoa tocando nesse assunto foi voce	0	0	0
18	crime nao tem lado bom trabalho da policia sempre tem risco nessas operacoes e um tiro muito dificil	1	1	1
21	se retirarmos a policia os bandidos irao pular muro atras de muro vao pular dentro da sua casa enfiar a pistola no teu rabo e no rabo de quem mora na sua casa e voce nao podera fazer nadaa nao ser se souber se defender sem existir policia e isso que voce quer	1	1	1
21	ela e o namorado tinham um porto ilegal de arma no momento em que o policial a derrubou no chao ela nao estava armada e mesmo que tivesse nas gravacoes mostra ela apontando a arma para o policial assim acho que nao	-1	-1	1
22	nem comecamos como sociedade	0	0	0
21	alguns 9999999999	0	0	0
18	aposto que se o atirador tivesse errado e acertado uma pessoa sequestrada os bolsonaristas aqui diriam que ele era petista	-1	-1	-1
25	e parabens por darem licenca pra matar ao exercito e a pm jovens negros pessoas proximas a comunidades pq nao existe esses casos na zona sul do rj pq a elite esta protegida e nos nao ate quando	-1	-1	-1
20	mais uma vida inocente na conta do governador genocida crimes contra a humanidade que se houver justica no mundo ele pagara no tribunal penal internacional por que neste pais sem nocao ninguem quer enxergar o morticinio provocado por esse miliciano extogado	-1	-1	-1
24	quanta injustica crueldade e barbarie quantas vidas negras continuaram a serem massacradas tende compaixao por favor	-1	-1	-1
18	existem situacoes que de verdade nao e preciso matar o criminoso mas essa situacao em especial e pelo que foi informado sim foi uma situacao que o poder de fogo foi utilizado de forma correta apesar da arma de brinquedo existiam outras ameacas que se executadas poderiam ceifar a vida dos inocentes	1	1	1
18	a extrema imprensa e a extrema esquerda deveriam se oferecer para serem voluntarios na troca dos refens pelos seus membros dai o bandido estaria protegido	-1	-1	-1
18	parabens ao sniper deve ser condecorado	1	1	1
25	assassino de negros	-1	-1	-1
18	deviam colocar sniper na porta do supremo morre um monte de gente todos os dias e ninguem ta nem ai o congresso aprova na calada da noite leis para privilegiar os mais ricos e deixa morrer na porta de hospitais milhoes de miseraveis e ninguem fala nada que pais e esse	-1	-1	-1
21	depois da uma pesquisada mais a fundo no caso	0	0	0
25	crimes como esse tem sido cada vez mais frequentes e sempre contra negros com esse mesmo argumento de confundiram com carro do traficante confundiram o guarda chuva com uma arma etcate quando vao passar pano pra esse exterminio que do governo so ganha carta branca	-1	-1	-1
18	cotidiano da nossa cidade maravilhosa com 40 de moradores de comunidadjis	0	0	0
22	porra se isso e digno de parabens	1	1	1
24	ata e confundir uma crianca com um traficante e super normal no cala a boca	-1	-1	-1
22	seu questionamento demonstra seu nivel de entendimento partindo desse pressuposto nao lhe responderei	0	0	0
20	a culpa de tudo isso alem de varios governos passados e o atual tambem cabe a uma boa parte da sociedade que alimenta esse maldito trafico	-1	-1	-1
21	cala a boca baba ovo de policial essa ai espacam a mae mas ainda encontra justificativa pra babar  e botar a culpa na mae por ter apanhado o meu estado e governado pela esquerda e a policia faz tanta merda quanto e uma epidemia nacional infelizmente	-1	-1	-1
23	morre nao e assassinado	0	0	0
26	parabens para a policia	1	1	1
18	bom eu ja ouvi falar que era para fritar hamburguer especialmente preparados pelo eduardo bolsonaro o que serviria de treinos antes de chegar a casa branca e assumir suas funcoes de mordomo do trump	0	0	0
23	sim mas o q tem a ver uma coisa com a outra	0	0	0
18	se quando tiver um filho ele for querer entrar em um onibus com uma arma de brinquedo desejo que o pm atire na cabeca para nao ter erro quem vai ter que bancar com os custos sou eu	1	1	1
18	legal foi o fundo musical que o uol colocou na reportagem me senti em um filme do velho oeste o brasil virou mesmo um bang bang lula livre e prendam esses policiais que so matam inocentes pequena dose de ironia	-1	-1	-1
24	parabens ao agora nao e policia o que irao fazer	0	0	0
18	sei nao mas dizem q ele fazia arminha com a mao num estado onde praticamente 70 votou no bolsonaro a chance e muito maior de ele ser alguem brasil acima de tudo do que molusco livre	0	0	0
18	achou que iria tocar o mesmo terror que sandro barbosa do nascimento tocou no onibus 174 e se lascou	1	1	0
21	oxe nem te conheco tia quem me chama assim e meus sobrinhos sim quero comentarios de especialista e nao de achismos e pra encerrar tenho um pm dentro de casa 	0	0	0
18	depois todos juntos vao queimar livros e bruxas e viva a idade media	-1	-1	-1
23	a policia nao era pra proteger por que continua a matar criancas pretas pobres nas periferias a familia so pode ver o corpo no iml nem ao menos foi ao hospital a gente fica sem palavra e a familia como fica joao pedro 14 anos	-1	-1	-1
22	voce e quem ta sabendo o meu deus que autoestima quem sao os psiquiatras e psicologos na fila do pai diante dele gente formado em letras e engenharia quem e ana beatriz barbosa na fila no pao	0	0	0
20	esse witzel e mais um imbecil que tem coco na cabeca igual aos seus eleitores que pensam e sao como ele	-1	-1	-1
18	qual era cor da mochila poque a mochila era de um material ruim vc vai ver sexta no bobo reporter	0	0	0
18	dessa vez nao achei nao maninho atira sequestrador liberou refens e encerrou sequestro ta mais q certo mais um cpf cancelado com sucesso	1	1	1
22	imagens que trazem paz	0	0	0
22	sera que lazaro morreu mesmo to com medo de falarem que ele escapou da morte tambem alias ele escapou da policia umas 4 vezes ne	0	0	0
22	o importante e que morreu	1	1	0
21	se eu te mandar tomar no cu e porque vc me deu motivo otario mamador de milico	-1	-1	-1
